input1;Input2;Input3;Output1;Output2;Output3;Output4;Output5
119.5428238;59.63975525;135.0115814;134.7366943;129.5211182;84.70775604;96.77372742;11.9
119.9681702;60.11574173;134.9826355;132.3376007;129.4994202;84.67881775;96.75926208;11.9
120.120079;59.69039536;135.0332794;140.1164703;129.4487915;84.70775604;96.78819275;11.9
120.5555573;60.40943146;134.9826355;132.8707275;129.4198456;84.65711975;96.80989838;11.9
120.0896988;60.34866714;134.9826355;131.7317657;129.4994202;84.65711975;96.80989838;11.9
119.6137161;60.00434113;134.9826355;130.835144;129.5283508;84.68605042;96.78819275;11.9
119.785881;60.07522964;135.0115814;138.4928436;129.5283508;84.70775604;96.78096008;11.9
118.7123871;59.74103165;135.0115814;139.1229095;129.5283508;84.67881775;96.80989838;11.9
119.1377335;59.98408508;135.0043335;138.6624756;129.4487915;84.65711975;96.75926208;11.9
119.9681702;60.06510544;135.0115814;138.5897675;129.4777222;84.67158508;96.75926208;11.9
119.5428238;59.53848267;134.9826355;136.263382;129.4777222;84.65711975;96.75926208;11.9
119.8263855;60.30815887;134.9826355;139.0259705;129.4994202;84.63541412;96.73755646;11.9
119.9681702;60.11574173;134.9826355;136.9419098;129.4487915;84.65711975;96.70862579;11.9
120.0086823;59.95370483;135.0115814;142.079361;129.4487915;84.63541412;96.76649475;11.9
119.9985504;60.29803085;134.9826355;136.9176788;129.3764496;84.68605042;96.75926208;11.9
119.9479141;60.40943146;135.0043335;131.174408;129.4270782;84.65711975;96.75926208;11.9
119.5934601;59.75115585;135.0043335;136.6511078;129.4198456;84.63541412;96.73032379;11.9
120.3023758;60.23727036;134.9826355;137.8627777;129.4487915;84.68605042;96.73755646;11.9
119.2795105;59.81192017;134.9826355;140.5041962;129.4777222;84.63541412;96.70862579;11.9
119.7757492;59.58911896;135.0115814;135.0517273;129.4994202;84.70775604;96.6579895;11.9
119.6947327;60.00434113;135.0332794;135.827179;129.4777222;84.65711975;96.70862579;11.9
119.745369;59.75115585;135.0332794;139.9953003;129.4487915;84.68605042;96.73755646;11.9
120.4238968;60.17650604;134.9826355;136.0210571;129.4777222;84.65711975;96.73755646;11.9
120.3428802;60.28790665;134.9537048;134.9547882;129.4704895;84.63541412;96.68692017;11.9
120.0795746;60.23727036;134.9537048;139.9468384;129.4270782;84.68605042;96.6579895;11.9
120.0390625;60.23727036;134.9537048;143.6545105;129.3764496;84.65711975;96.6579895;11.9
119.7555008;60.34866714;134.9609375;141.3765869;129.3981476;84.63541412;96.68692017;11.9
120.4238968;59.87268448;134.9609375;140.4072571;129.3475189;84.60648346;96.6579895;11.9
119.8365173;59.71064758;134.9826355;138.1293335;129.3981476;84.63541412;96.6796875;11.9
120.4745407;60.00434113;135.0332794;141.013092;129.4487915;84.65711975;96.70862579;11.9
119.6238403;59.7714119;135.0332794;138.8078766;129.4487915;84.65711975;96.70862579;11.9
120.3023758;60.13599396;134.9826355;137.9839478;129.4487915;84.65711975;96.73755646;11.9
119.9681702;60.17650604;135.0332794;138.6624756;129.4487915;84.65711975;96.73755646;11.9
119.7555008;60.12586975;135.0332794;140.0195313;129.4270782;84.68605042;96.78819275;11.9
119.8365173;60.15625;135.0332794;144.4057465;129.4487915;84.65711975;96.73755646;11.9
120.0086823;60.07522964;135.0622101;143.2183228;129.4270782;84.68605042;96.83882904;11.9
119.6542282;60.00434113;135.0332794;134.7124634;129.4487915;84.73668671;96.83882904;11.9
120.3428802;59.80179214;135.0115814;137.9839478;129.4777222;84.70775604;96.83882904;11.9
120.0390625;59.95370483;134.9826355;138.6139984;129.4777222;84.73668671;96.80989838;11.9
120.2314835;60.12586975;134.9609375;135.0274811;129.4777222;84.68605042;96.75926208;11.9
119.5833359;60.22714233;134.9320068;144.0907135;129.4270782;84.68605042;96.75926208;11.9
119.8365173;60.20688629;134.9609375;139.0744324;129.3981476;84.63541412;96.70862579;11.9
119.7555008;60.40943146;134.9030609;133.6946564;129.3764496;84.65711975;96.70862579;11.9
120.4644089;60.06510544;134.9537048;141.1342621;129.3764496;84.63541412;96.68692017;11.9
120.4745407;60.00434113;135.0115814;138.2505035;129.3981476;84.63541412;96.73755646;11.9
119.7555008;60.17650604;135.0332794;139.5833282;129.3981476;84.63541412;96.73755646;11.9
120.0086823;60.17650604;135.0332794;141.8612518;129.4270782;84.63541412;96.73755646;11.9
119.8466415;59.47771835;135.0622101;137.2327118;129.4487915;84.63541412;96.70862579;11.9
120.666954;59.81192017;135.0332794;138.6867065;129.4270782;84.70775604;96.73755646;11.9
120.4745407;60.00434113;135.0332794;139.0986633;129.4487915;84.63541412;96.75926208;11.9
119.9175339;60.11574173;134.9826355;136.699585;129.4777222;84.63541412;96.73755646;11.9
120.3023758;59.81192017;135.0115814;137.4265747;129.4777222;84.68605042;96.70862579;11.9
120.1403351;59.95370483;134.9826355;136.384552;129.4487915;84.65711975;96.70862579;11.9
119.8871536;59.63975525;134.9898682;137.0146179;129.4487915;84.65711975;96.73032379;11.9
119.6035843;60.11574173;134.9826355;141.93396;129.3981476;84.65711975;96.73755646;11.9
120.1403351;60.07522964;134.9609375;137.3538818;129.4270782;84.65711975;96.70862579;11.9
119.9681702;60.00434113;134.9826355;139.0986633;129.4487915;84.65711975;96.70862579;11.9
119.9175339;60.29803085;135.0115814;137.4508057;129.4270782;84.63541412;96.73755646;11.9
119.6846085;59.70051956;135.0115814;134.4701233;129.4777222;84.65711975;96.73755646;11.9
120.7682266;60.29803085;135.0115814;143.8241425;129.3981476;84.65711975;96.73755646;11.9
120.1909714;60.40943146;134.9826355;137.9839478;129.3981476;84.65711975;96.73755646;11.9
120.292244;59.46759415;134.9537048;139.5106354;129.4487915;84.60648346;96.68692017;11.9
120.1302109;59.58911896;134.9826355;142.4670868;129.4487915;84.63541412;96.70862579;11.9
119.7960052;59.86255646;134.9826355;139.0986633;129.4270782;84.63541412;96.70862579;11.9
120.1302109;60.07522964;135.0115814;140.4315033;129.4270782;84.62818146;96.73755646;11.9
119.6035843;60.25752258;135.0043335;139.4621735;129.4270782;84.65711975;96.75926208;11.9
119.5326996;59.86255646;134.9826355;138.7836304;129.4270782;84.63541412;96.73755646;11.9
120.1302109;59.41695786;135.0332794;137.6689148;129.3981476;84.60648346;96.73755646;11.9
119.7555008;59.81192017;135.0332794;136.2876129;129.4270782;84.65711975;96.73032379;11.9
120.3631363;60.28790665;135.0332794;137.2084808;129.4270782;84.63541412;96.73755646;11.9
119.8466415;59.81192017;135.0332794;141.2554321;129.4487915;84.65711975;96.75926208;11.9
120.7783585;60.11574173;135.0332794;141.449295;129.4777222;84.65711975;96.75926208;11.9
120.1909714;59.75115585;135.0115814;134.8578491;129.4777222;84.65711975;96.75926208;11.9
119.745369;60.34866714;134.9826355;139.1471405;129.4777222;84.65711975;96.75926208;11.9
120.292244;59.75115585;135.0043335;138.0324097;129.4777222;84.65711975;96.75926208;11.9
120.6365738;60.02459335;134.9826355;135.0517273;129.4270782;84.68605042;96.83882904;11.9
119.8263855;60.17650604;134.9898682;135.924118;129.3981476;84.73668671;96.80989838;11.9
120.0086823;60.17650604;134.9537048;140.3830261;129.4270782;84.60648346;96.78819275;11.9
120.5555573;60.43981552;135.0332794;140.2618561;129.4270782;84.70775604;96.73755646;11.9
120.6872101;60.29803085;135.0115814;136.21492;129.4270782;84.70775604;96.73032379;11.9
119.8972778;59.75115585;134.9537048;139.6318054;129.3981476;84.65711975;96.69415283;11.9
119.4010391;59.52835464;134.9826355;136.7238159;129.4270782;84.63541412;96.73755646;11.9
119.8263855;60.02459335;135.0043335;138.3716736;129.4487915;84.63541412;96.75926208;11.9
120.2517395;60.00434113;135.0115814;135.802948;129.4487915;84.60648346;96.75202179;11.9
120.099823;60.08535767;135.0115814;140.2618561;129.4270782;84.65711975;96.75926208;11.9
119.3098984;60.20688629;135.0332794;137.9839478;129.3764496;84.65711975;96.75926208;11.9
119.6846085;59.48784637;135.0332794;137.0388489;129.4270782;84.63541412;96.75926208;11.9
119.6035843;60.29803085;135.0332794;143.1456146;129.4270782;84.67881775;96.75926208;11.9
119.9681702;59.95370483;135.0332794;135.8756561;129.3981476;84.65711975;96.75926208;11.9
120.5150452;60.30815887;135.0622101;142.5397797;129.3764496;84.65711975;96.78819275;11.9
120.1403351;60.46006775;135.0332794;140.8434601;129.4270782;84.62818146;96.80989838;11.9
120.1403351;59.9942131;135.0332794;140.6253662;129.3981476;84.67881775;96.78819275;11.9
120.099823;59.63975525;134.9826355;138.2020416;129.4270782;84.67881775;96.78819275;11.9
119.785881;59.87268448;135.0115814;137.5962067;129.4487915;84.65711975;96.78819275;11.9
120.0390625;60.29803085;135.0115814;136.8692169;129.4198456;84.65711975;96.80989838;11.9
119.5124435;60.35879517;134.9826355;138.1293335;129.4487915;84.65711975;96.80989838;11.9
119.3200226;59.75115585;134.9609375;136.117981;129.4487915;84.67881775;96.83159637;11.9
120.0694427;60.23727036;134.9609375;144.7934723;129.4487915;84.67881775;96.83882904;11.9
120.1403351;60.17650604;134.9609375;141.788559;129.4487915;84.67881775;96.83159637;11.9
119.6035843;60.17650604;135.0115814;139.6318054;129.4487915;84.71498871;96.83882904;11.9
119.7960052;59.52835464;134.9609375;137.9597015;129.5283508;84.72945404;96.83882904;11.9
120.3125;60.11574173;134.9609375;142.6609497;129.4994202;84.68605042;96.86053467;11.9
119.6035843;60.06510544;135.0115814;137.5962067;129.4994202;84.72945404;96.83882904;11.9
120.0188065;59.92332077;134.9609375;138.6867065;129.4994202;84.75839233;96.86053467;11.9
120.3428802;60.05497742;134.9609375;135.9968109;129.4777222;84.72945404;96.83159637;11.9
119.9681702;60.23727036;134.9898682;142.1035919;129.4487915;84.72945404;96.83882904;11.9
120.0086823;59.87268448;134.9609375;137.5962067;129.4487915;84.67881775;96.78819275;11.9
119.2086258;60.25752258;134.9609375;140.746521;129.4487915;84.67881775;96.78819275;11.9
120.1909714;59.82204819;134.9826355;138.7109375;129.5283508;84.72945404;96.80989838;11.9
120.0896988;59.76128387;135.0115814;140.3830261;129.4487915;84.72945404;96.80989838;11.9
120.2719879;60.18663025;135.0115814;139.8498993;129.4487915;84.70775604;96.80989838;11.9
119.8567734;59.63975525;135.0622101;138.3716736;129.3981476;84.70775604;96.78819275;11.9
120.1808472;60.29803085;135.0405121;136.6026459;129.4270782;84.73668671;96.80989838;11.9
119.9681702;60.00434113;135.0405121;137.4750366;129.4777222;84.68605042;96.80989838;11.9
119.1174774;60.28790665;135.0911407;138.7351685;129.5283508;84.70775604;96.78819275;11.9
119.6643524;59.46759415;135.0622101;137.3054047;129.4994202;84.70775604;96.78819275;11.9
120.1403351;59.75115585;135.0405121;141.8854828;129.4994202;84.70775604;96.80989838;11.9
120.1808472;59.84230423;134.9609375;135.9968109;129.4198456;84.70775604;96.78819275;11.9
119.8365173;59.70051956;134.9609375;136.4572449;129.4270782;84.67881775;96.78096008;11.9
119.8770218;59.81192017;134.9320068;137.2811737;129.4270782;84.70775604;96.75926208;11.9
120.5859375;60.22714233;134.9320068;138.4443665;129.3475189;84.65711975;96.73755646;11.9
120.4340286;59.95370483;134.9609375;141.4250641;129.3475189;84.70775604;96.73032379;11.9
119.8770218;59.4473381;134.9609375;143.0729218;129.3475189;84.62818146;96.70862579;11.9
119.5833359;60.3182869;134.9609375;134.2762604;129.3764496;84.65711975;96.70862579;11.9
120.0491867;60.00434113;135.0115814;137.3054047;129.3764496;84.62818146;96.73755646;11.9
119.9681702;59.91319275;135.0115814;138.4686127;129.3475189;84.62818146;96.73755646;11.9
119.9175339;60.23727036;135.0622101;139.0744324;129.3981476;84.62818146;96.73032379;11.9
120.0086823;60.25752258;135.0115814;141.449295;129.3981476;84.70775604;96.70862579;11.9
120.2314835;60.00434113;135.0405121;140.1407013;129.4487915;84.65711975;96.73032379;11.9
120.8694992;59.87268448;135.0332794;135.487915;129.4777222;84.67881775;96.73032379;11.9
120.0491867;60.06510544;135.0115814;139.9468384;129.4487915;84.67881775;96.73755646;11.9
120.2821198;60.06510544;134.9826355;136.9661407;129.4270782;84.70775604;96.73032379;11.9
120.0491867;59.87268448;134.9609375;139.3167725;129.4270782;84.65711975;96.75926208;11.9
120.0896988;60.06510544;134.9826355;137.6446686;129.4270782;84.67881775;96.70862579;11.9
120.2821198;59.63975525;134.9826355;140.7949982;129.4270782;84.65711975;96.73032379;11.9
120.6365738;59.95370483;134.9898682;138.0081787;129.4270782;84.65711975;96.70862579;11.9
120.1808472;60.15625;135.0115814;139.8498993;129.3981476;84.67881775;96.73032379;11.9
120.1403351;60.00434113;134.9609375;138.0081787;129.4270782;84.65711975;96.73032379;11.9
119.8770218;60.29803085;135.0115814;139.8256683;129.3981476;84.65711975;96.75926208;11.9
120.1099548;60.34866714;135.0115814;140.8434601;129.3981476;84.62818146;96.73032379;11.9
119.5934601;60.17650604;135.0115814;136.4814758;129.4270782;84.62818146;96.75926208;11.9
120.0491867;59.62963104;135.0332794;139.8741302;129.4270782;84.67881775;96.70862579;11.9
119.785881;59.63975525;135.0115814;137.9354706;129.4487915;84.65711975;96.73755646;11.9
119.7960052;59.95370483;134.9898682;137.8385468;129.4270782;84.67881775;96.75926208;11.9
119.7149887;60.34866714;135.0332794;133.6461945;129.3981476;84.67881775;96.75926208;11.9
119.6846085;59.87268448;135.0115814;137.5477448;129.4270782;84.69329071;96.78819275;11.9
119.8365173;59.85243225;135.0115814;143.5575867;129.4270782;84.67881775;96.78096008;11.9
119.8263855;60.00434113;135.0115814;136.4330139;129.4198456;84.65711975;96.78819275;11.9
120.0491867;59.95370483;135.0405121;136.8934479;129.4270782;84.72945404;96.78096008;11.9
119.785881;60.46006775;134.9826355;137.2811737;129.4270782;84.70775604;96.80989838;11.9
120.099823;60.03472137;134.9826355;137.6204376;129.4270782;84.70775604;96.83882904;11.9
119.4921875;59.80179214;135.0115814;135.924118;129.4487915;84.70775604;96.78819275;11.9
119.9175339;60.00434113;135.0332794;135.7302551;129.4777222;84.67881775;96.80989838;11.9
120.0086823;60.10561371;134.9609375;137.0388489;129.4270782;84.65711975;96.80989838;11.9
120.666954;59.87268448;134.9826355;144.7207794;129.4487915;84.70775604;96.78096008;11.9
119.411171;60.02459335;135.0332794;141.206955;129.4487915;84.70775604;96.80989838;11.9
120.4441528;60.00434113;135.0405121;141.013092;129.4777222;84.70775604;96.80989838;11.9
120.2719879;59.81192017;135.0115814;145.3265991;129.4777222;84.70775604;96.83159637;11.9
120.5454254;59.95370483;134.9609375;137.2569427;129.4777222;84.72945404;96.78819275;11.9
119.9479141;60.17650604;134.9609375;140.1164703;129.4777222;84.72945404;96.83159637;11.9
119.7352448;60.06510544;134.9826355;134.3974304;129.4487915;84.72945404;96.80989838;11.9
120.0390625;60.34866714;134.9826355;138.0808716;129.4487915;84.68605042;96.75926208;11.9
119.9377899;59.63975525;134.9826355;135.948349;129.4198456;84.70775604;96.75926208;11.9
120.8087387;60.06510544;134.9609375;142.5640259;129.4487915;84.67881775;96.73032379;11.9
119.7555008;60.07522964;134.9826355;141.473526;129.4487915;84.67881775;96.70862579;11.9
120.2719879;60.00434113;134.9609375;137.5235138;129.4487915;84.67881775;96.6796875;11.9
120.2314835;60.18663025;135.0115814;138.7593994;129.4487915;84.65711975;96.73032379;11.9
120.4846649;59.70051956;134.9826355;137.0630798;129.4487915;84.65711975;96.70862579;11.9
119.8365173;60.15625;135.0332794;139.0017395;129.4487915;84.67881775;96.70862579;11.9
119.552948;59.95370483;134.9826355;141.158493;129.4487915;84.62818146;96.70862579;11.9
120.1808472;59.95370483;134.9826355;142.5155487;129.4487915;84.68605042;96.6579895;11.9
120.5150452;60.06510544;134.9609375;138.2505035;129.4487915;84.65711975;96.6579895;11.9
119.7251129;60.40943146;134.9826355;140.6253662;129.4487915;84.65711975;96.6796875;11.9
119.6846085;60.15625;135.0332794;136.6026459;129.4487915;84.62818146;96.6796875;11.9
119.9276657;59.94357681;135.0622101;138.1051025;129.4487915;84.62818146;96.70862579;11.9
120.3530121;59.95370483;135.0839081;134.8820953;129.4487915;84.68605042;96.6796875;11.9
119.7555008;59.95370483;135.0622101;137.9597015;129.4487915;84.67881775;96.73032379;11.9
119.9276657;59.94357681;135.0332794;138.0566406;129.4704895;84.73668671;96.73032379;11.9
119.4719315;59.96383286;135.0332794;134.7124634;129.4487915;84.70775604;96.73032379;11.9
120.0896988;60.00434113;135.0188141;141.740097;129.4994202;84.70775604;96.70862579;11.9
119.6846085;60.19675827;134.9826355;139.6802673;129.4487915;84.73668671;96.70862579;11.9
119.978302;59.63975525;134.9320068;137.6689148;129.4487915;84.70775604;96.70862579;11.9
119.978302;60.23727036;134.9320068;135.0032501;129.4270782;84.70775604;96.70862579;11.9
120.2618637;60.23727036;134.9320068;141.764328;129.3475189;84.67881775;96.70862579;11.9
119.5124435;60.12586975;134.9320068;137.9597015;129.4343109;84.65711975;96.73032379;11.9
119.8770218;59.90306854;134.9609375;138.0808716;129.3764496;84.68605042;96.73755646;11.9
119.4212952;60.12586975;134.9826355;139.8983612;129.3475189;84.73668671;96.75926208;11.9
119.2896423;60.12586975;135.0115814;138.8078766;129.3475189;84.70775604;96.73032379;11.9
120.1605911;59.76128387;135.0115814;139.8983612;129.3475189;84.68605042;96.70862579;11.9
119.1174774;59.82204819;135.0043335;139.2440643;129.4198456;84.68605042;96.73032379;11.9
119.5934601;60.34866714;135.0332794;139.5833282;129.4487915;84.67881775;96.75926208;11.9
119.6744766;60.0448494;135.0115814;138.5897675;129.4053802;84.73668671;96.75926208;11.9
120.0086823;60.12586975;135.0188141;136.529953;129.3764496;84.73668671;96.75926208;11.9
119.9681702;60.29803085;135.0115814;141.4008179;129.3475189;84.75839233;96.75202179;11.9
120.5656815;59.9942131;134.9826355;137.5719757;129.3981476;84.73668671;96.70862579;11.9
119.785881;59.52835464;134.9826355;140.1649323;129.4487915;84.73668671;96.6796875;11.9
120.0289383;60.00434113;135.0115814;139.1713715;129.4777222;84.75839233;96.70862579;11.9
120.5656815;60.21701431;134.9826355;135.97258;129.4270782;84.70775604;96.75926208;11.9
120.9403915;60.23727036;134.9826355;134.9790192;129.3981476;84.73668671;96.73032379;11.9
120.3530121;60.10561371;134.9826355;137.8385468;129.4487915;84.73668671;96.78096008;11.9
119.9276657;59.87268448;134.9826355;135.2213593;129.4487915;84.73668671;96.73032379;11.9
119.5934601;59.76128387;135.0405121;140.2618561;129.4270782;84.765625;96.73755646;11.9
120.7682266;60.40943146;134.9971008;136.1422119;129.4487915;84.73668671;96.73032379;11.9
119.5124435;59.70051956;135.0115814;132.8464966;129.5283508;84.73668671;96.73755646;11.9
119.7555008;59.87268448;134.9609375;139.0259705;129.5283508;84.787323;96.75926208;11.9
120.6973343;60.12586975;134.9609375;135.1001892;129.5283508;84.75839233;96.73032379;11.9
120.5656815;60.23727036;135.0115814;135.0274811;129.4994202;84.70775604;96.75926208;11.9
119.1174774;59.93344879;135.0332794;137.7416077;129.4994202;84.75839233;96.70862579;11.9
119.8668976;60.23727036;135.0115814;139.4621735;129.5789948;84.73668671;96.75926208;11.9
120.4846649;60.44994354;135.0405121;137.6689148;129.5500641;84.73668671;96.80989838;11.9
119.5630798;59.70051956;135.0622101;137.6689148;129.4704895;84.75839233;96.78096008;11.9
119.8466415;59.64988327;135.0332794;137.8385468;129.4994202;84.73668671;96.80989838;11.9
119.958046;59.87268448;135.0405121;139.5348663;129.4994202;84.73668671;96.80989838;11.9
120.3833923;60.13599396;135.0622101;136.239151;129.4994202;84.787323;96.80989838;11.9
119.8061371;60.02459335;135.0622101;138.3474426;129.5283508;84.73668671;96.83159637;11.9
119.4516754;60.18663025;135.0115814;140.4072571;129.4704895;84.75839233;96.80989838;11.9
120.0896988;59.76128387;134.9609375;134.8578491;129.4487915;84.73668671;96.78096008;11.9
119.552948;60.03472137;134.9102936;140.6011353;129.3475189;84.75839233;96.75926208;11.9
120.7175903;59.87268448;134.9320068;138.8563385;129.3475189;84.75839233;96.78819275;11.9
120.2719879;59.64988327;134.9102936;137.8627777;129.318573;84.70775604;96.75926208;11.9
119.4516754;60.20688629;134.9320068;137.8385468;129.3475189;84.73668671;96.75926208;11.9
120.1808472;60.56134415;134.9320068;138.5413055;129.3475189;84.68605042;96.73755646;11.9
119.5833359;60.12586975;134.9464722;141.93396;129.3764496;84.65711975;96.70862579;11.9
120.0896988;60.23727036;134.9826355;140.4557343;129.318573;84.68605042;96.70862579;11.9
119.5934601;59.82204819;135.0405121;142.8548126;129.3692169;84.65711975;96.70862579;11.9
119.4618073;60.06510544;135.0622101;139.6802673;129.3764496;84.65711975;96.73755646;11.9
119.8466415;60.18663025;135.0405121;135.7544861;129.4270782;84.65711975;96.68692017;11.9
120.0491867;59.96383286;135.0405121;136.09375;129.4487915;84.65711975;96.70862579;11.9
120.4340286;60.18663025;135.0332794;139.1713715;129.4270782;84.65711975;96.73755646;11.9
120.3530121;59.52835464;135.0405121;137.5719757;129.3475189;84.65711975;96.68692017;11.9
119.7757492;59.82204819;135.0115814;134.8093872;129.3981476;84.63541412;96.68692017;11.9
119.8770218;59.87268448;134.9609375;137.5719757;129.4270782;84.68605042;96.70862579;11.9
120.4340286;60.5410881;134.9609375;140.6738281;129.4198456;84.65711975;96.6579895;11.9
120.5960617;59.71064758;134.9320068;138.9048004;129.4487915;84.65711975;96.64351654;11.9
120.1909714;59.82204819;134.9609375;141.93396;129.3692169;84.63541412;96.73755646;11.9
119.7960052;60.12586975;134.9898682;138.1051025;129.3475189;84.65711975;96.68692017;11.9
120.0086823;60.21701431;135.0405121;136.9661407;129.3692169;84.63541412;96.68692017;11.9
119.4618073;59.9942131;134.9826355;140.2376251;129.3981476;84.65711975;96.68692017;11.9
120.3428802;59.64988327;134.9826355;136.8692169;129.3981476;84.68605042;96.68692017;11.9
120.0491867;59.89294052;135.0115814;135.5363922;129.3981476;84.61371613;96.73755646;11.9
119.7251129;60.18663025;135.0332794;135.9968109;129.4487915;84.68605042;96.73755646;11.9
120.0896988;59.63975525;135.0332794;135.6090851;129.4487915;84.68605042;96.70862579;11.9
120.0491867;59.9942131;135.0115814;142.3943939;129.4487915;84.65711975;96.73755646;11.9
120.0491867;59.82204819;134.9826355;135.633316;129.4777222;84.65711975;96.72309113;11.9
120.0086823;60.0448494;134.9826355;135.7544861;129.4487915;84.68605042;96.68692017;11.9
119.7251129;59.62963104;135.0115814;140.0195313;129.3981476;84.65711975;96.73755646;11.9
119.4719315;60.03472137;134.9898682;135.5848541;129.4270782;84.68605042;96.70862579;11.9
120.120079;60.5917244;134.9898682;137.9112396;129.4487915;84.65711975;96.70862579;11.9
119.7149887;60.12586975;134.9826355;138.7593994;129.4270782;84.63541412;96.68692017;11.9
120.1099548;60.06510544;135.0115814;139.5590973;129.4487915;84.63541412;96.68692017;11.9
119.8770218;60.17650604;134.9609375;136.384552;129.4487915;84.68605042;96.73755646;11.9
119.8567734;59.93344879;134.9898682;136.069519;129.4487915;84.63541412;96.73755646;11.9
120.1808472;59.93344879;134.9898682;136.384552;129.4487915;84.63541412;96.73032379;11.9
119.7555008;60.23727036;135.0115814;136.09375;129.4487915;84.63541412;96.70862579;11.9
120.3125;60.12586975;135.0115814;139.1471405;129.4487915;84.68605042;96.70862579;11.9
119.6440964;59.93344879;134.9609375;135.4636841;129.4487915;84.65711975;96.73755646;11.9
120.2719879;59.87268448;135.0115814;138.2262726;129.4487915;84.70775604;96.70862579;11.9
119.3605347;59.93344879;135.0115814;136.1906891;129.4487915;84.73668671;96.73755646;11.9
119.9985504;60.30815887;135.0405121;141.1342621;129.4487915;84.68605042;96.73755646;11.9
120.3833923;59.76128387;135.0622101;134.6639862;129.4777222;84.68605042;96.73755646;11.9
120.3530121;59.93344879;135.0115814;138.1051025;129.4487915;84.68605042;96.73755646;11.9
119.3301468;60.0448494;135.0115814;135.7544861;129.4487915;84.68605042;96.73755646;11.9
119.8365173;60.34866714;135.0405121;139.3894653;129.4487915;84.71498871;96.73755646;11.9
120.1808472;60.23727036;135.0115814;134.6882172;129.4487915;84.73668671;96.78819275;11.9
118.9554367;60.00434113;134.9898682;137.8627777;129.4487915;84.71498871;96.78819275;11.9
119.9681702;59.76128387;134.9609375;140.2133942;129.4487915;84.73668671;96.78819275;11.9
119.6440964;60.12586975;134.9609375;133.6461945;129.4487915;84.765625;96.75926208;11.9
120.5150452;59.7714119;134.9609375;135.4636841;129.4270782;84.765625;96.75926208;11.9
120.2213516;59.9942131;134.9898682;138.0081787;129.4270782;84.765625;96.75926208;11.9
119.8162613;60.4296875;134.9898682;139.4379272;129.4487915;84.765625;96.78819275;11.9
119.6339722;60.0448494;135.0115814;139.0017395;129.4487915;84.73668671;96.75926208;11.9
120.292244;60.11574173;135.0405121;137.1357727;129.4994202;84.71498871;96.73755646;11.9
120.332756;60.0448494;134.9898682;137.0146179;129.4994202;84.765625;96.73755646;11.9
120.6973343;60.0448494;135.0405121;145.4720001;129.4994202;84.73668671;96.75926208;11.9
120.5150452;59.82204819;135.0405121;139.8983612;129.4487915;84.73668671;96.78819275;11.9
119.411171;60.37905121;135.0115814;139.9953003;129.4777222;84.71498871;96.75926208;11.9
119.7149887;59.63975525;135.0115814;135.633316;129.5283508;84.73668671;96.75926208;11.9
120.2213516;60.48032379;135.0115814;137.6689148;129.4994202;84.73668671;96.75926208;11.9
119.6947327;59.58911896;134.9898682;137.5719757;129.4994202;84.73668671;96.76649475;11.9
120.0086823;59.81192017;134.9898682;140.2133942;129.4994202;84.765625;96.75926208;11.9
120.0491867;59.93344879;134.9898682;137.7900696;129.5283508;84.765625;96.73755646;11.9
120.0491867;59.93344879;134.9609375;133.9369965;129.4777222;84.765625;96.70862579;11.9
119.8466415;60.17650604;134.9898682;135.4394531;129.4270782;84.787323;96.73755646;11.9
119.9681702;60.14612198;134.9609375;139.5833282;129.4270782;84.787323;96.70862579;11.9
119.6035843;59.87268448;134.9898682;140.0679932;129.3981476;84.73668671;96.73755646;11.9
120.2112274;60.0448494;134.9898682;137.0146179;129.4270782;84.765625;96.70862579;11.9
120.1403351;60.60185242;135.0115814;141.2554321;129.3475189;84.73668671;96.6579895;11.9
120.7682266;60.20688629;135.0115814;144.2361145;129.4270782;84.765625;96.6579895;11.9
120.4137726;60.12586975;135.0115814;139.3652344;129.4994202;84.73668671;96.70862579;11.9
120.2213516;59.75115585;135.0405121;138.1293335;129.5283508;84.81626129;96.73755646;11.9
120.3631363;60.11574173;135.0405121;139.7772064;129.4994202;84.81626129;96.73755646;11.9
120.2112274;59.98408508;134.9898682;137.5235138;129.4777222;84.81626129;96.75926208;11.9
120.2517395;59.66001129;134.9609375;142.3459167;129.5283508;84.787323;96.83882904;11.9
119.6440964;59.85243225;135.0115814;137.3781128;129.4487915;84.81626129;96.80989838;11.9
119.8972778;60.07522964;135.0115814;138.4928436;129.4270782;84.81626129;96.80989838;11.9
119.4212952;60.41955948;134.9898682;138.3474426;129.3981476;84.765625;96.78819275;11.9
120.1403351;59.63975525;135.0115814;138.2262726;129.3981476;84.83795929;96.80989838;11.9
120.332756;59.87268448;134.9898682;136.7480469;129.4270782;84.787323;96.80989838;11.9
119.9681702;59.70051956;134.9609375;136.844986;129.4704895;84.81626129;96.83882904;11.9
120.7277222;59.81192017;135.0115814;136.7965088;129.4994202;84.83795929;96.86776733;11.9
120.3935165;60.29803085;134.9898682;136.554184;129.4994202;84.81626129;96.86776733;11.9
119.5630798;59.93344879;135.0405121;138.4686127;129.4487915;84.81626129;96.80989838;11.9
119.9276657;59.98408508;135.0115814;134.7366943;129.4994202;84.81626129;96.83882904;11.9
120.292244;59.9942131;134.9898682;141.2796631;129.5500641;84.81626129;96.78819275;11.9
120.3631363;59.82204819;135.0115814;137.6931458;129.4994202;84.765625;96.80989838;11.9
